obs_idx,group_name,group_idx,country_name,country_idx,female,age,GROUP,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11P1,Q11P2,Q11P3,Q11P4,Q11P5,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29P1,Q29P2,Q29P3,Q29P4,Q29P5,Q29P6,Q29P7,Q29P8,Q30,Q31,Q32,Q33P1,Q33P2,Q33P3,Q33P4,Q33P5,Q34,Q35P1,Q35P2,Q35P3,Q35P4,Q35P5,Q35P6,Q36,Q37P1,Q37P2,Q37P3,Q37P4,Q37P5,Q37P6,Q37P7,Q37P8,Q37P9,Q37P10,Q37P11,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48,Q49,Q50P1,Q50P2,Q50P3,Q50P4,Q51,Q52,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q64,Q65,Q66P1,Q66P2,Q66P3,Q66P4,Q66P5,Q67,Q68,Q69,Q70P1,Q70P2,Q70P3,Q71,Q72,Q73P1,Q73P2,Q73P3,Q73P4,Q73P5,Q74P1,Q74P2,Q74P3,Q74P4,Q75,Q76,Q77,Q78,Q79P1,Q79P2,Q79P3,Q79P4,Q79P5,Q79P6,Q80,Q81,Q82,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q90,Q91,Q92,Q93,Q94,Q95,Q96,Q97,Q98,Q99,Q100,Q101,Q102,supp_islam_mov,relg_awakening,pol_islam,pol_islam_binary,quran_freq,ref_relg_freq,personal_islam,sharia_sociolife,sharia_crim_civ,relg_study,social_islam,sep_relg_politics,priv_relg,opp_pol_relg,per_id,nation_id,pol_efficacy,pol_active,be_pol_active,polpart_shura,uni,student,unemployed,finan_satis,gov_ignore_ppl,offic_selfinterest,obey_lead,caliphate,over40,coop,west_values_corrupt,censor_west,west_reason_underdev,muslim_brotherhood,islamist,arab_nationalism,socialism,liberalism,income,us_me_policies,us_relation,arab_israel_sol,life_security,newspaper_freq,rev_sep_relg_politics,rev_priv_relg,pol_islam0,persocio_islam0,pol_act0,att_us0,critic_gov0,neg_west0
361,Kuwaiti,1,Kuwait,1,1,30-39,KUWAIT,FEMALE,INTERMEDIATE SCHL,30-39,MARRIED,EMPLOYED,CLERICAL PROF,121140 501600 401500,K-BAYAN,K GOVTH E ROM P ANNX,NA,r4,r1,r2,r3,r5,NO,YES,NO,YES,AGREE,YES,AGREE,NO,NO,DO NOT AGREE,NO,AGREE,YES,AGREE,AGREE,DO NOT AGREE,DO NOT AGREE,r2,r4,r1,r5,r6,r3,r7,r8,STRONGLY AGREE,YES-IF INTP MOD NEED,ALWAYS,r2,r3,r4,r5,r1,SEPAR RIGHT FR WOMEN,r4,r5,r6,r1,r2,r3,SOMETIMES,r2,r11,r3,r8,r10,r7,r1,r4,r6,r5,r9,UNCERTAIN,AGREE,SOMEWHAT AGREE,NO,STRONGLY AGREE,ALWAYS,AGREE,AGREE,NEVER,MAJLES SHURA,YES,DO NOT AGREE,r4,r1,r3,r2,WOM RGHT DIV B-ISLAM,SOMEWHAT WORSE,STRONGLY AGREE,YES,MUSLIM BROTHERHOOD,YES,AGREE,AGREE,AGREE,AGREE,AGREE,DO NOT AGREE,PREFER STATUS QUO,DAILY,COMPAT ISLM TEACH,r2,r1,r4,r5,r3,YES,YES,IN FAVOR OF,E&P ARAFAT K-ASAB,NA,NA,ABOUT THE SAME,SOMEWHAT,r3,r5,r4,r1,r2,r1,r2,r3,r4,AGREE,INTERNATIONAL CONFER,ALWAYS,YES,r3,r5,r4,r6,r1,r2,ISLAMIC SHARIAH,AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,AGREE,PARTLY YES,STRONGLY AGREE,E-CPT K-PIMPO P-PRPA,YES,E-RYOS K-YAQZ P-HADF,DO NOT AGREE,AGREE,AGREE,DO NOT AGREE,DO NOT AGREE,VERY RELIGIOUS,SATISFIED W FINAN ST,VERY SECURE,E-OPENDED K-P 1980S,K-O/E P-INTEFADA,NA,3,4,3.5,1,3,4,3.5,2,4,4,3.3333333333333335,2,1,1.5,muslim,islamic world,0,1,1,1,0,0,0,3,4,3,1,1,0,islamic unity,4,3,1,1,1,0,0,0,5,1,3,1,4,5,3,4,3.5,3.4,3,2,3.5,2.6666666666666665
362,Kuwaiti,1,Kuwait,1,1,20-29,KUWAIT,FEMALE,SECONDARY SCHOOL,20-29,MARRIED,EMPLOYED,CLERICAL PROF,201300 901&OV 801&0V,E-ZAMALEK K-ABDULSLM,VILLA,NA,r4,r1,r2,r3,r5,NO,YES,NO,YES,AGREE,YES,AGREE,NO,NO,AGREE,NO,AGREE,YES,DO NOT AGREE,AGREE,DO NOT AGREE,DO NOT AGREE,r2,r4,r1,r6,r7,r3,r5,r8,STRONGLY AGREE,STRONGLY AGREE,ALWAYS,r2,r3,r4,r5,r1,4 AS STIPUL IN ISLAM,r3,r5,r6,r1,r2,r4,ALWAYS,r2,r11,r3,r8,r10,r4,r1,r7,r6,r5,r9,UNCERTAIN,DO NOT AGREE,STRONGLY AGREE,NO,DO NOT KNOW,ALWAYS,AGREE,DO NOT AGREE,SOMETIMES,MAJLES SHURA,YES,DO NOT AGREE,r3,r1,r4,r2,MEN RGHT DIV B-ISLAM,GETTING WORSE,STRONGLY AGREE,YES,MUSLIM BROTHERHOOD,YES,AGREE,AGREE,AGREE,AGREE,AGREE,DO NOT AGREE,PREFER STATUS QUO,DAILY,CONTRDICT ISLM TEACH,r2,r1,r4,r5,r3,YES,YES,IN FAVOR OF,E-KISM K-JSAB P-KHUS,NA,NA,VERY LOW,SOMEWHAT,r3,r5,r4,r1,r2,r1,r2,r4,r3,AGREE,INTERNATIONAL CONFER,ALWAYS,DO NOT KNOW,r4,r3,r5,r2,r6,r1,ISLAMIC SHARIAH,AGREE,AGREE,DO NOT AGREE,DO NOT AGREE,DO NOT AGREE,AGREE,PARTLY YES,DO NOT AGREE,E-CPT K-PIMPO P-PRPA,YES,E-RELG K-MUJT P-HRIA,AGREE,AGREE,AGREE,AGREE,DO NOT AGREE,VERY RELIGIOUS,SATISFIED W FINAN ST,VERY SECURE,E-OPENDED K-P 1980S,K-O/E P-INTEFADA,NA,3,4,3.5,1,4,4,4,4,4,4,4,2,1,1.5,muslim,islamic world,0,1,1,1,0,0,0,3,1,1,1,1,0,islamic unity,4,3,3,1,1,0,0,0,9,1,1,1,4,5,3,4,3.5,4,3,1,1,3.3333333333333335
363,Kuwaiti,1,Kuwait,1,0,30-39,KUWAIT,MALE,UNIVERSITY DEG&GRAD,30-39,MARRIED,EMPLOYED,HI GRAD TEC&ADM PROF,201300 901&OV 801&0V,E-ZAMALEK K-ABDULSLM,VILLA,350,r2,r1,r5,r4,r3,IT DEPENDS ON CIRCUM,YES,YES,YES,AGREE,YES,DO NOT KNOW,NO,NO,DO NOT AGREE,NO,AGREE,YES,AGREE,DO NOT AGREE,DO NOT AGREE,AGREE,r3,r8,r2,r7,r6,r1,r5,r4,SOMEWHAT AGREE,YES-IF INTP MOD NEED,SOMETIMES,r3,r2,r4,r5,r1,4 AS STIPUL IN ISLAM,r4,r3,r5,r1,r2,NA,SOMETIMES,r1,r5,r11,r4,r6,r9,r10,r7,r3,r2,r8,DO NOT AGREE,DO NOT AGREE,SOMEWHAT AGREE,UNCETAIN,SOMEWHAT AGREE,ALWAYS,AGREE,AGREE,SOMETIMES,MAJLES SHURA,YES,DO NOT AGREE,r3,r1,r4,r2,WOM RGHT DIV B-ISLAM,SOMEWHAT WORSE,STRONGLY AGREE,YES,E SHARIAH K-P DNKNOW,DO NOT KNOW,AGREE,DO NOT KNOW,AGREE,AGREE,AGREE,DO NOT AGREE,CHANGE IN CUS&TRAD,DAILY,CONTRDICT CUS&TRAD,r1,r4,r2,r3,r5,DO NOT KNOW,YES,IN FAVOR OF,JAMAL ABDUL NASSER,E-QUTB K-SH P-ASSAD,E-KISM K-JSAB P-KHUS,STRONGER,SOMEWHAT,r3,r2,r5,r4,r1,r3,r2,r1,r4,AGREE,INTERNATIONAL CONFER,ALWAYS,DO NOT KNOW,r6,r4,r2,r3,r1,r5,ISLAMIC SHARIAH,DO NOT AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,JUST/ISLAMIC,NO,SOMEWHAT AGREE,E-PPS K-PPS P-PJR,YES,E-K-P DONOT READ MAG,DO NOT KNOW,DO NOT KNOW,AGREE,DO NOT KNOW,DO NOT AGREE,LESS RELIGIOUS,NOT SATIS W FINAN ST,SOMEWHAT SECURE,E-OPENDED K-P 1960S,E-MUBE K-O/E P-MUBK,NA,3,4,3.5,1,3,3,3,2,4,3,3,1,1,1,muslim,islamic world,1,0,1,1,1,0,0,2,3,3,0,1,0,islamic unity,4,3,2,0,0,0,0,0,9,2,3,1,3,5,4,4,3.75,3,2,2.5,3,3
364,Kuwaiti,1,Kuwait,1,0,30-39,KUWAIT,MALE,POST SECONDARY SCHL,30-39,MARRIED,EMPLOYED,PA/EG JOUR-KU MI/POL,161180 701800 601700,E-ABDIN K-SHUWAIKH,VILLA,NA,r3,r1,r2,r5,r4,YES,NO,YES,YES,AGREE,NO,AGREE,NO,NO,DO NOT AGREE,YES,AGREE,YES,AGREE,DO NOT AGREE,AGREE,AGREE,r3,r5,r1,r8,r6,r2,r7,r4,STRONGLY AGREE,STRONGLY AGREE,ALWAYS,r3,r2,r4,r5,r1,4 AS STIPUL IN ISLAM,r1,r2,r4,r3,r5,NA,ALWAYS,r5,r11,r4,r6,r10,r3,r7,r8,r2,r1,r9,DO NOT AGREE,AGREE,STRONGLY AGREE,NO,STRONGLY AGREE,ALWAYS,AGREE,DO NOT AGREE,DAILY,MAJLES SHURA,YES,AGREE,r4,6,r2,r3,WOM RGHT DIV B-ISLAM,GETTING BETTER,STRONGLY AGREE,YES,E(WAFD)K(TRIB)P(OIG),YES,AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,DO NOT AGREE,CHANGE IN RELG BELIF,DAILY,CONTRDICT ISLM TEACH,r1,r2,r4,r5,r3,YES,YES,IN FAVOR OF,E-ALI K-MSAB P-JSAB,E&P ARAFAT K-ASAB,E-MKAM K-SSAB P-HABS,STRONGER,YES,r4,r1,r3,r2,r5,r1,r2,r3,r4,DO NOT AGREE,MILITARY MEANS,ALWAYS,YES,r4,r6,r2,r1,r3,r5,ISLAMIC SHARIAH,AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,AGREE,YES,DO NOT AGREE,E-CPT K-PIMPO P-PRPA,YES,E-MUSR K-NAHD P-FTHR,AGREE,AGREE,AGREE,AGREE,AGREE,VERY RELIGIOUS,FINAN WORSETHN MST,VERY SECURE,E-OPENDED K-P 1970S,NA,NA,4,4,4,1,4,4,4,4,4,4,4,1,1,1,muslim,NA,1,1,1,1,0,0,0,1,1,3,1,1,0,islamic unity,4,3,3,0,0,0,0,0,7,1,3,0,4,5,4,4,4,4,3,2,2,3.3333333333333335
365,Kuwaiti,1,Kuwait,1,0,30-39,KUWAIT,MALE,INTERMEDIATE SCHL,30-39,MARRIED,EMPLOYED,HI GRAD TEC&ADM PROF,141160 601700 501600,E-GARDENCITY K-BENQR,VILLA,NA,r2,r1,NA,r4,r3,YES,DO NOT KNOW,NO,YES,AGREE,NO,AGREE,YES,NO,DO NOT AGREE,YES,AGREE,NO,DO NOT AGREE,AGREE,AGREE,AGREE,r2,r5,r3,r8,r7,r1,r6,r4,SOMEWHAT AGREE,SOMEWHAT AGREE,SOMETIMES,r1,r2,r4,r5,r3,4 AS STIPUL IN ISLAM,r3,r4,r5,r1,r2,NA,RARELY,r2,r9,r11,r3,r7,r10,r1,r6,r4,r5,r8,SOMEWHAT AGREE,DO NOT AGREE,SOMEWHAT AGREE,NO,STRONGLY AGREE,ALWAYS,AGREE,DO NOT AGREE,SOMETIMES,PARLM W/O POL PARTIS,YES,DO NOT AGREE,r4,r3,r1,r2,MEN RGHT DIV B-ISLAM,GETTING BETTER,STRONGLY AGREE,YES,ARAB NATIONALISM,NO,AGREE,AGREE,AGREE,AGREE,AGREE,STRONGLY AGREE,PREFER STATUS QUO,DAILY,CONTRDICT ISLM TEACH,r1,r2,r4,r5,r3,YES,YES,DO NOT KNOW,JAMAL ABDUL NASSER,E&P ARAFAT K-ASAB,E-KISM K-JSAB P-KHUS,STRONGER,SOMEWHAT,r3,r4,r5,r1,r2,r1,r3,r2,r4,AGREE,INTERNATIONAL CONFER,ALWAYS,DO NOT KNOW,r6,r5,r4,r3,r1,r2,ISLAMIC SHARIAH,DO NOT AGREE,AGREE,DO NOT AGREE,DO NOT AGREE,AGREE,AGREE,NO,DO NOT AGREE,E-PPS K-PPS P-PJR,NO,E-RYOS K-YAQZ P-HADF,DO NOT AGREE,AGREE,DO NOT KNOW,AGREE,AGREE,LESS RELIGIOUS,NOT SATIS W FINAN ST,VERY SECURE,E-OPENDED K-P 1970S,NA,NA,3,2,2.5,0,2,3,2.5,3,4,3,3.3333333333333335,3,4,3.5,muslim,mediterr|gulf|sham com,0,0,0,0,0,0,0,2,1,1,1,0,0,arab unity,4,3,3,0,0,1,0,0,6,1,1,1,4,5,2,1,2,3,1,1,1,3.3333333333333335
366,Kuwaiti,1,Kuwait,1,1,40 & OVER,KUWAIT,FEMALE,UNIVERSITY DEG&GRAD,40 & OVER,MARRIED,EMPLOYED,CLERICAL PROF,121140 501600 401500,K-BAYAN,VILLA,NA,r3,r1,r4,r2,r5,NO,DO NOT KNOW,NO,YES,DO NOT AGREE,NO,AGREE,NO,NO,AGREE,NO,AGREE,NO,DO NOT AGREE,AGREE,AGREE,DO NOT AGREE,r2,r4,r1,r8,r7,r3,r6,r5,SOMEWHAT AGREE,YES-IF INTP MOD NEED,ALWAYS,r1,r3,r4,r5,r2,4 AS STIPUL IN ISLAM,r4,r3,r6,r1,r2,r5,SOMETIMES,r2,r1,r4,r1,r9,r6,r7,r5,r8,r3,r11,SOMEWHAT AGREE,AGREE,SOMEWHAT AGREE,SOMEWHAT,SOMEWHAT AGREE,ALWAYS,DO NOT AGREE,AGREE,NEVER,PARLM W/O POL PARTIS,YES,DO NOT AGREE,r4,r2,r3,r1,WOM RGHT DIV B-ISLAM,GETTING BETTER,STRONGLY AGREE,YES,ARAB NATIONALISM,NO,AGREE,AGREE,AGREE,AGREE,AGREE,DO NOT AGREE,PREFER STATUS QUO,DAILY,COMPAT ISLM TEACH,r2,r1,r3,r4,r5,YES,YES,IN FAVOR OF,JAMAL ABDUL NASSER,E-QUTB K-SH P-ASSAD,E-KISM K-JSAB P-KHUS,ABOUT THE SAME,SOMEWHAT,r4,r2,r5,r1,r3,r1,r3,r2,r4,AGREE,INTERNATIONAL CONFER,ALWAYS,NO,r6,r4,r3,r5,r1,r2,ISLAMIC SHARIAH,AGREE,AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,PARTLY YES,SOMEWHAT AGREE,E-PPS K-PPS P-PJR,NA,E-DNP K-P WOMEN/SPOT,AGREE,AGREE,AGREE,AGREE,AGREE,LESS RELIGIOUS,SATISFIED W FINAN ST,SOMEWHAT SECURE,E-OPENDED K-P 1980S,NA,NA,3,4,3.5,1,3,4,3.5,2,4,3,3,3,1,2,muslim,arab world,0,1,NA,0,1,0,0,3,3,1,1,0,1,arab unity,4,3,3,0,0,1,0,0,5,3,1,1,3,5,2,4,3.25,3.2,2,2,2,3.3333333333333335
367,Kuwaiti,1,Kuwait,1,1,30-39,KUWAIT,FEMALE,UNIVERSITY DEG&GRAD,30-39,MARRIED,EMPLOYED,HI GRAD TEC&ADM PROF,201300 901&OV 801&0V,K-MUSHRIF,APARTMENT,300,r3,r1,r2,r5,r4,NO,DO NOT KNOW,NO,YES,DO NOT KNOW,YES,DO NOT AGREE,YES,YES,DO NOT AGREE,NO,AGREE,DO NOT KNOW,AGREE,DO NOT AGREE,DO NOT AGREE,DO NOT AGREE,r3,r4,r1,r8,r6,r2,r7,r5,SOMEWHAT AGREE,YES-IF INTP MOD NEED,ALWAYS,r3,r2,r4,r5,r1,LEGITIMATE REASON,r6,r4,r5,r1,r2,r3,SOMETIMES,r1,r8,r7,r3,r9,r6,r10,r2,r4,r5,r11,STRONGLY AGREE,DO NOT AGREE,DO NOT KNOW,NO,SOMEWHAT AGREE,ALWAYS,DO NOT AGREE,AGREE,NEVER,NO POL PARTICIPATION,YES,DO NOT AGREE,NA,r1,NA,NA,WOM RGHT DIV B-ISLAM,SOMEWHAT WORSE,SOMEWHAT AGREE,YES,NA,NO,AGREE,AGREE,DO NOT KNOW,AGREE,DO NOT AGREE,SOMEWHAT AGREE,CHANGE IN INDIV R/L,DAILY,COMPAT ISLM TEACH,r1,r2,r3,r5,r4,YES,YES,IN FAVOR OF,E&P ARAFAT K-ASAB,E-MKAM K-SSAB P-HABS,E-KISM K-JSAB P-KHUS,ABOUT THE SAME,UNCERTAIN,r2,r5,r3,r1,r4,r1,r2,r4,r3,AGREE,NA,ALWAYS,DO NOT KNOW,r1,r5,r2,r6,r3,r4,NA,DO NOT AGREE,AGREE,DO NOT AGREE,AGREE,DO NOT AGREE,AGREE,NO,SOMEWHAT AGREE,E-CPT K-PIMPO P-PRPA,NO,E-RYOS K-YAQZ P-HADF,DO NOT AGREE,AGREE,AGREE,AGREE,AGREE,LESS RELIGIOUS,NOT SATIS W FINAN ST,SOMEWHAT SECURE,E-OPENDED K-P 1970S,NA,NA,2,4,3,1,3,4,3.5,2,4,3,3,4,3,3.5,muslim,islamic world,1,0,0,0,1,0,0,2,3,3,1,0,0,islamic unity,3,3,3,NA,NA,NA,NA,NA,9,1,3,NA,3,5,1,2,2.25,3.2,1,2,3,3
368,Kuwaiti,1,Kuwait,1,0,20-29,KUWAIT,MALE,INTERMEDIATE SCHL,20-29,NEVER MARRIED,EMPLOYED,E&P SALESM-W/K JOUR,6180 201300 101200,E-ZAHR&SAKSQ K-ARDYA,K GOVTH E ROM P ANNX,NA,r3,r2,r1,r4,r5,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,YES,AGREE,YES,DO NOT KNOW,NO,YES,DO NOT KNOW,NO,AGREE,YES,DO NOT KNOW,DO NOT AGREE,DO NOT AGREE,AGREE,r3,r5,r1,NA,NA,r2,NA,r4,UNCERTAIN,SOMEWHAT AGREE,SOMETIMES,r2,r3,NA,NA,r1,RIGHT OF DIVORCE,r3,r2,NA,r1,r4,NA,SOMETIMES,r7,r9,r4,r3,r8,r5,r11,r1,r2,r6,r10,DO NOT AGREE,DO NOT KNOW,DO NOT KNOW,UNCETAIN,DO NOT KNOW,ALWAYS,DO NOT KNOW,AGREE,SOMETIMES,PARLM W/O POL PARTIS,YES,DO NOT AGREE,NA,r1,r3,r2,MEN RGHT DIV B-ISLAM,SOMEWHAT WORSE,SOMEWHAT AGREE,YES,ARAB NATIONALISM,DO NOT KNOW,AGREE,AGREE,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,PREFER STATUS QUO,SEVERAL TIMES A WEEK,CONTRDICT CUS&TRAD,r2,r1,r3,NA,r4,DO NOT KNOW,YES,DO NOT KNOW,JAMAL ABDUL NASSER,E&P ARAFAT K-ASAB,E-MKAM K-SSAB P-HABS,NA,NA,r3,NA,NA,r1,r2,r1,r2,NA,NA,DO NOT KNOW,NA,ALWAYS,DO NOT KNOW,NA,NA,NA,NA,r1,r2,ISLAMIC SHARIAH,DO NOT KNOW,AGREE,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,NO,DO NOT AGREE,E-PPS K-PPS P-PJR,NO,E-K-P DONOT READ MAG,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,DO NOT KNOW,LESS RELIGIOUS,NOT SATIS W FINAN ST,SOMEWHAT INSECURE,E-OPENDED K-P 1970S,NA,NA,NA,2,2,0,3,3,3,3,4,2,3,1,2,1.5,familial|tribal|local,islamic world,1,0,0,0,0,0,0,2,1,2,0,1,0,islamic unity,3,3,2,0,0,1,0,0,2,2,2,NA,2,4,4,3,3,3,1,2,1.5,2.6666666666666665
369,Kuwaiti,1,Kuwait,1,0,20-29,KUWAIT,MALE,SECONDARY SCHOOL,20-29,NEVER MARRIED,EMPLOYED,HI GRAD TEC&ADM PROF,6180 201300 101200,K-DASMA,K GOVTH E ROM P ANNX,NA,NA,r1,NA,NA,NA,YES,NO,NO,YES,AGREE,YES,DO NOT KNOW,DO NOT KNOW,YES,DO NOT AGREE,NO,AGREE,YES,DO NOT KNOW,DO NOT AGREE,AGREE,AGREE,r2,r5,r1,r8,r7,r3,r6,r4,SOMEWHAT AGREE,YES-IF INTP MOD NEED,SOMETIMES,r2,r3,r4,r5,r1,SEPAR RIGHT FR WOMEN,r3,r4,r5,r2,r1,NA,SOMETIMES,r7,r8,r3,r4,r9,r1,r10,r5,r6,r2,r11,DO NOT AGREE,AGREE,STRONGLY AGREE,NO,DO NOT KNOW,ALWAYS,AGREE,AGREE,SOMETIMES,MAJLES SHURA,YES,DO NOT AGREE,r4,r1,r3,r2,WOM RGHT DIV B-ISLAM,NA,STRONGLY AGREE,YES,ARAB NATIONALISM,YES,AGREE,AGREE,DO NOT AGREE,DO NOT KNOW,AGREE,DO NOT AGREE,PREFER STATUS QUO,DAILY,CONTRDICT ISLM TEACH,r2,r1,r4,r5,r3,DO NOT KNOW,YES,IN FAVOR OF,E-QUTB K-SH P-ASSAD,E&P ARAFAT K-ASAB,E-KISM K-JSAB P-KHUS,STRONGER,YES,r3,r5,r4,r1,r2,r1,r4,r3,r2,AGREE,INTERNATIONAL CONFER,SOMETIMES,YES,r6,r5,r3,r4,r2,r1,ISLAMIC SHARIAH,DO NOT KNOW,AGREE,DO NOT AGREE,AGREE,DO NOT AGREE,DO NOT AGREE,PARTLY YES,UNCERTAIN,E-CPT K-PIMPO P-PRPA,NO,E-K-P DONOT READ MAG,DO NOT AGREE,AGREE,AGREE,DO NOT AGREE,DO NOT AGREE,LESS RELIGIOUS,NOT SATIS W FINAN ST,SOMEWHAT SECURE,E-OPENDED K-P 1970S,K-O/E P-NO ONE,NA,4,4,4,1,3,3,3,2,4,3,3,1,1,1,muslim,islamic world,1,1,0,1,0,0,0,2,2,3,0,1,0,islamic unity,4,3,1,0,0,1,0,0,2,1,2,1,3,5,4,4,4,3,2,1.5,2.5,2.6666666666666665
370,Kuwaiti,1,Kuwait,1,1,20-29,KUWAIT,FEMALE,UNIVERSITY DEG&GRAD,20-29,NEVER MARRIED,EMPLOYED,CLERICAL PROF,101120 401500 301400,E-ELEZBEKIYA K-NAZHA,VILLA,NA,r4,r1,r5,r2,r3,NO,DO NOT KNOW,NO,YES,AGREE,YES,DO NOT AGREE,YES,YES,DO NOT AGREE,NO,AGREE,YES,DO NOT AGREE,DO NOT AGREE,AGREE,DO NOT AGREE,r4,r5,r1,r8,r6,r2,r7,r3,DO NOT AGREE,SOMEWHAT AGREE,ALWAYS,r2,r3,r4,r5,r1,SEPAR RIGHT FR WOMEN,NA,NA,NA,r1,r2,NA,ALWAYS,r4,r9,r3,r6,r8,r1,r11,r7,r5,r2,r10,DO NOT AGREE,AGREE,STRONGLY AGREE,NO,SOMEWHAT AGREE,ALWAYS,AGREE,AGREE,RARELY,MAJLES SHURA,YES,DO NOT AGREE,r4,r1,r3,r2,WOM RGHT DIV B-ISLAM,SOMEWHAT BETTER,SOMEWHAT AGREE,YES,LIBERALISM,NO,AGREE,AGREE,DO NOT AGREE,AGREE,DO NOT AGREE,DO NOT AGREE,PREFER STATUS QUO,SEVERAL TIMES A WEEK,NORM BEC OF EQUAL,r1,r2,r3,r4,r5,YES,YES,AGAINST,JAMAL ABDUL NASSER,NA,NA,VERY LOW,NO,r4,r1,r5,r3,r2,NA,NA,NA,r1,AGREE,INTERNATIONAL CONFER,ALWAYS,NO,r5,r1,r6,r2,r4,r3,ISLAMIC SHARIAH,AGREE,AGREE,DO NOT AGREE,AGREE,AGREE,JUST/ISLAMIC,PARTLY YES,SOMEWHAT AGREE,E-CPT K-PIMPO P-PRPA,YES,E-AHAL K-TALI P-SKRA,AGREE,AGREE,AGREE,AGREE,AGREE,LESS RELIGIOUS,FINAN WORSETHN MST,SOMEWHAT SECURE,E-OPENDED K-P 1960S,K-O/E P-DEMOC PLO,NA,1,1,1,0,4,4,4,3,4,1,2.6666666666666665,1,1,1,muslim,islamic world,1,1,1,1,1,0,0,1,3,3,0,1,0,islamic unity,3,3,3,0,0,0,0,1,4,1,1,1,3,4,4,4,2.5,3.2,3,1,3,3
371,Kuwaiti,1,Kuwait,1,1,20-29,KUWAIT,FEMALE,SECONDARY SCHOOL,20-29,MARRIED,HOMEMAKING,NA,NA,E-AZHR&HUSN K-SHAMYA,VILLA,NA,r2,r1,r5,r4,r3,NO,DO NOT KNOW,NO,YES,AGREE,YES,AGREE,NO,NO,DO NOT KNOW,DO NOT KNOW,AGREE,DO NOT KNOW,DO NOT KNOW,DO NOT AGREE,DO NOT AGREE,DO NOT AGREE,r3,r5,r1,r8,r7,r2,r6,r4,STRONGLY AGREE,STRONGLY AGREE,ALWAYS,r3,r2,r4,r5,r1,LEGITIMATE REASON,r5,r3,r4,r1,r2,r6,SOMETIMES,r1,r7,r3,r6,r8,r5,r10,r11,r4,r2,r9,DO NOT AGREE,AGREE,SOMEWHAT AGREE,NO,DO NOT KNOW,ALWAYS,AGREE,DO NOT AGREE,SOMETIMES,MAJLES SHURA,YES,DO NOT AGREE,NA,r1,NA,NA,WOM RGHT DIV B-ISLAM,SOMEWHAT BETTER,STRONGLY AGREE,YES,MUSLIM BROTHERHOOD,NO,DO NOT AGREE,DO NOT AGREE,DO NOT AGREE,DO NOT AGREE,AGREE,DO NOT AGREE,K-P NOTHING,DAILY,CONTRDICT ISLM TEACH,r1,r2,r4,r5,r3,DO NOT KNOW,YES,IN FAVOR OF,E-QUTB K-SH P-ASSAD,E-KISM K-JSAB P-KHUS,E-GHAD K-QUTB P-GHAD,STRONGER,YES,r3,NA,r4,r2,r1,r1,r2,r3,NA,AGREE,MILITARY MEANS,ALWAYS,YES,NA,NA,NA,NA,r1,NA,ISLAMIC SHARIAH,DO NOT AGREE,DO NOT KNOW,DO NOT KNOW,DO NOT AGREE,DO NOT KNOW,AGREE,NO,DO NOT AGREE,E-CPT K-PIMPO P-PRPA,NO,E-K-P DONOT READ MAG,DO NOT AGREE,AGREE,DO NOT AGREE,DO NOT KNOW,AGREE,VERY RELIGIOUS,SATISFIED W FINAN ST,VERY SECURE,E-OPENDED K-P 1960S,NA,NA,4,4,4,1,3,4,3.5,4,4,4,4,1,1,1,muslim,islamic world,1,0,0,1,0,0,0,3,1,1,1,0,0,islamic unity,4,3,2,1,1,0,0,0,NA,1,2,0,4,5,4,4,4,3.8,1,1.5,1,3
